DT COMPRA;DESPESA;RECEITA DESPESA;FORMA PAGTO;TIPO;CATEGORIA;ITEM;VLR TOTAL;QTD PARCELAS;NUM PARCELA;STATUS;DESCRICAO;
02/04/2015;Livraria Saraiva;Despesa;Crédito;Gasto;Publicações;E-books;119,70;5;2;Fechado;Combo As Cr“nicas de Gelo e Fogo;
02/04/2015;Livraria Saraiva;Despesa;Crédito;Gasto;Publicações;E-books;119,70;5;3;Fechado;Combo As Cr“nicas de Gelo e Fogo;
02/04/2015;Livraria Saraiva;Despesa;Crédito;Gasto;Publicações;E-books;119,70;5;4;Fechado;Combo As Cr“nicas de Gelo e Fogo;
02/04/2015;Livraria Saraiva;Despesa;Crédito;Gasto;Publicações;E-books;119,70;5;5;Fechado;Combo As Cr“nicas de Gelo e Fogo;
04/04/2015;Casa de Carnes UltraBoi;Despesa;Crédito;Gasto;Alimentação;Açougue;56,25;1;1;Fechado;Carnes para Casa;
04/04/2015;Petshop Banc rios;Despesa;Crédito;Gasto;Pet;Ração;15,20;1;1;Fechado;Ração para a Victoria;
06/04/2015;Posto Mingo;Despesa;Crédito;Gasto;Carro;Combustível;132,80;1;1;Fechado;Gasolina Honda Fit;
06/04/2015;Restaurante Quali-Mix;Despesa;Crédito;Gasto;Alimentação;Restaurante;13,66;1;1;Fechado;Almoço Restaurante Quali-Mix;
06/04/2015;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;101,03;3;1;Fechado;Remédios Mari;
06/04/2015;Banca Vitoria Régia;Despesa;Crédito;Gasto;Publicações;Revistas;17,00;1;1;Fechado;Revistas Mãe e Casa;
06/04/2015;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;101,03;3;2;Fechado;Remédios Mari;
06/04/2015;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;101,03;3;3;Fechado;Remédios Mari;
07/04/2015;Cafeteria Art Coffee Grãos;Despesa;Crédito;Gasto;Alimentação;Restaurante;16,50;1;1;Fechado;Almoço Cafeteria Art Coffee Grãos Lanche;
08/04/2015;Posto Ipiranga;Despesa;Crédito;Gasto;Carro;Combustível;40,62;1;1;Fechado;Gasolina Ford Fiesta;
08/04/2015;Restaurante Viena;Despesa;Crédito;Gasto;Alimentação;Restaurante;16,10;1;1;Fechado;Almoço Restaurante Viena;
08/04/2015;Supermercado Supermercado Pão de Açucar;Despesa;Crédito;Gasto;Alimentação;Supermercado;13,59;1;1;Fechado;Bananinhas sem Aç£car;
08/04/2015;Drogaria Drogasil;Despesa;Crédito;Gasto;Saúde;Remédios;22,37;1;1;Fechado;Buscopan Composto;
08/04/2015;Despesas;Despesa;Saque;Gasto;Despesas;Pessoal;40,00;1;1;Pago;Despesas Pessoais;
09/04/2015;Restaurante Pastine Veloce;Despesa;Crédito;Gasto;Alimentação;Restaurante;19,26;1;1;Fechado;Almoço Restaurante Pastine Veloce;
09/04/2015;Chocolateria Kopenhagen;Despesa;Crédito;Gasto;Alimentação;Cafeteria;11,50;1;1;Fechado;Chocolateria Kopenhagen Chocolate;
10/04/2015;Cafeteria Art Coffee Grãos;Despesa;Crédito;Gasto;Alimentação;Restaurante;22,15;1;1;Fechado;Almoço Cafeteria Art Coffee Grãos Beiture;
11/04/2015;Padaria Algarve;Despesa;Débito;Gasto;Alimentação;Padaria;13,40;1;1;Pago;Padaria Algarve Pães para Casa;
11/04/2015;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;221,36;4;1;Fechado;Troca de Óleo e Filtros Ford Fiesta;
11/04/2015;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;221,36;4;2;Fechado;Troca de Óleo e Filtros Ford Fiesta;
11/04/2015;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;221,36;4;3;Fechado;Troca de Óleo e Filtros Ford Fiesta;
11/04/2015;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;221,36;4;4;Fechado;Troca de Óleo e Filtros Ford Fiesta;
13/04/2015;Drogaria Onofre;Despesa;Crédito;Gasto;Saúde;Remédios;35,83;1;1;Fechado;Coltrax 4mg ;
13/04/2015;Restaurante Quali-Mix;Despesa;Crédito;Gasto;Alimentação;Restaurante;13,03;1;1;Fechado;Almoço Restaurante Quali-Mix;
14/04/2015;Lanchonete Graex;Despesa;Débito;Gasto;Alimentação;Restaurante;16,80;1;1;Pago;Almoço Lanchonete Graex Lanche Peito Peru e Suco Manga;
15/04/2015;Restaurante Viena;Despesa;Crédito;Gasto;Alimentação;Restaurante;17,20;1;1;Fechado;Almoço Restaurante Viena Pizza;
16/04/2015;Despesas;Despesa;Saque;Gasto;Despesas;Pessoal;40,00;1;1;Pago;Despesas Pessoais;
16/04/2015;Posto Ipiranga;Despesa;Crédito;Gasto;Carro;Combustível;102,02;1;1;Fechado;Gasolina Honda Fit;
16/04/2015;Lanchonete Graex;Despesa;Crédito;Gasto;Alimentação;Restaurante;13,80;1;1;Fechado;Almoço Lanchonete Graex Lanche Peito de Peru e Suco Manga;
17/04/2015;Posto Ipiranga;Despesa;Crédito;Gasto;Carro;Combustível;70,00;1;1;Fechado;Gasolina Ford Fiesta;
17/04/2015;Restaurante América;Despesa;Crédito;Gasto;Alimentação;Restaurante;92,20;1;1;Fechado;Almoço Restaurante América;
18/04/2015;Padaria Algarve;Despesa;Débito;Gasto;Alimentação;Padaria;19,75;1;1;Pago;Padaria Algarve Pães para Casa;
18/04/2015;Chocolateria Kopenhagen;Despesa;Crédito;Gasto;Alimentação;Cafeteria;26,75;1;1;Fechado;Chocolateria Kopenhagem Café com Pais;
18/04/2015;Banca Vitoria Régia;Despesa;Crédito;Gasto;Publicações;Revistas;46,70;1;1;Fechado;Revistas Mãe e Mari;
18/04/2015;Petshop Consulado da Ração;Despesa;Crédito;Gasto;Pet;Ração;37,71;1;1;Fechado;Ração para a Victoria;
18/04/2015;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;202,44;4;1;Fechado;Troca de Óleo e Filtros Honda Fit;
18/04/2015;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;202,44;4;2;Fechado;Troca de Óleo e Filtros Honda Fit;
18/04/2015;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;202,44;4;3;Fechado;Troca de Óleo e Filtros Honda Fit;
18/04/2015;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;202,44;4;4;Fechado;Troca de Óleo e Filtros Honda Fit;
19/04/2015;Drogaria São Paulo;Despesa;Crédito;Gasto;Saúde;Drogaria;31,49;1;1;Fechado;Absorvente e Micropore;
22/04/2015;Restaurante Manaca;Despesa;Crédito;Gasto;Alimentação;Restaurante;34,30;1;1;Fechado;Almoço Restaurante Manaca;
23/04/2015;Despesas;Despesa;Saque;Gasto;Despesas;Pessoal;40,00;1;1;Pago;Despesas Pessoais;
23/04/2015;Monica Refrigerantes da Feira;Despesa;Débito;Gasto;Alimentação;Restaurante;2,50;1;1;Pago;Compra na Feira;
23/04/2015;Petshop Banc rios;Despesa;Crédito;Gasto;Pet;Ração;12,00;1;1;Fechado;Ração para a Victoria;
24/04/2015;Restaurante Erva Doce;Despesa;Crédito;Gasto;Alimentação;Restaurante;15,98;1;1;Fechado;Almoço Restaurante Erva Doce;
24/04/2015;Restaurante Aro 27 Bike Café;Despesa;Crédito;Gasto;Alimentação;Cafeteria;7,70;1;1;Fechado;Restaurante Aro 27 Bike Café com Bombas;
24/04/2015;Lanchonete KFC;Despesa;Crédito;Gasto;Alimentação;Lanchonete;50,90;1;1;Fechado;Lanchonete KFC com o Tat ;
25/04/2015;Supermercado Bergamais;Despesa;Crédito;Gasto;Alimentação;Supermercado;9,28;1;1;Fechado;Yogurtes ;
25/04/2015;Binne;Despesa;Crédito;Gasto;Vestuário;Presentes;265,92;3;1;Fechado;Presente para Mãe;
25/04/2015;Binne;Despesa;Crédito;Gasto;Vestuário;Presentes;265,92;3;2;Fechado;Presente para Mãe;
25/04/2015;Binne;Despesa;Crédito;Gasto;Vestuário;Presentes;265,92;3;3;Fechado;Presente para Mãe;
27/04/2015;Restaurante Erva Doce;Despesa;Crédito;Gasto;Alimentação;Restaurante;12,45;1;1;Fechado;Almoço Restaurante Erva Doce;
27/04/2015;Restaurante Aro 27 Bike Café;Despesa;Crédito;Gasto;Alimentação;Cafeteria;7,70;1;1;Fechado;Restaurante Aro 27 Bike Café com Bombas;
27/04/2015;Skype;Despesa;Crédito;Gasto;Assinaturas;Software;22,71;1;1;Fechado;Assinatura Skype;
28/04/2015;Hamburgueria The Fifties;Despesa;Crédito;Gasto;Alimentação;Restaurante;41,91;1;1;Fechado;Almoço Hamburgueria The Fifties;
29/04/2015;Posto Ipiranga;Despesa;Crédito;Gasto;Carro;Combustível;70,00;1;1;Fechado;Gasolina Ford Fiesta;
29/04/2015;Pizzaria Pizza Hut;Despesa;Crédito;Gasto;Alimentação;Restaurante;20,40;1;1;Fechado;Almoço Pizzaria Pizza Hut;
29/04/2015;Drogaria Drogasil;Despesa;Crédito;Gasto;Saúde;Remédios;34,58;1;1;Fechado;Remédios e Higiene;
30/04/2015;Americanas;Despesa;Crédito;Gasto;Publicações;Livros;41,33;1;1;Fechado;Guia Definitivo para DSLR Canon - vol. 1;
30/04/2015;Fnac;Despesa;Crédito;Gasto;Publicações;Revistas;14,00;1;1;Fechado;Viajar pelo Mundo;
30/04/2015;Cafeteria Frans Café;Despesa;Crédito;Gasto;Alimentação;Restaurante;27,20;1;1;Fechado;Almoço Cafeteria Frans Café Lanche;
30/04/2015;ACM;Despesa;Crédito;Gasto;Esportes;Academia;2644,80;8;1;Fechado;Mensalidades ACM;
30/04/2015;ACM;Despesa;Crédito;Gasto;Esportes;Academia;2644,80;8;2;Fechado;Mensalidades ACM;
30/04/2015;ACM;Despesa;Crédito;Gasto;Esportes;Academia;2644,80;8;3;Fechado;Mensalidades ACM;
30/04/2015;ACM;Despesa;Crédito;Gasto;Esportes;Academia;2644,80;8;4;Fechado;Mensalidades ACM;
30/04/2015;ACM;Despesa;Crédito;Gasto;Esportes;Academia;2644,80;8;5;Fechado;Mensalidades ACM;
30/04/2015;ACM;Despesa;Crédito;Gasto;Esportes;Academia;2644,80;8;6;Fechado;Mensalidades ACM;
30/04/2015;ACM;Despesa;Crédito;Gasto;Esportes;Academia;2644,80;8;7;Fechado;Mensalidades ACM;
30/04/2015;ACM;Despesa;Crédito;Gasto;Esportes;Academia;2644,80;8;8;Fechado;Mensalidades ACM;
01/05/2015;Drogaria Droga Raia;Despesa;Crédito;Gasto;Saúde;Remédios;27,43;1;1;Fechado;Remédios Mari;
01/05/2015;Cafeteria Ofner;Despesa;Crédito;Gasto;Alimentação;Cafeteria;16,20;1;1;Fechado;Cafeteria Ofner Café com meus Pais;
02/05/2015;Drogaria Droga Raia;Despesa;Crédito;Gasto;Saúde;Remédios;15,55;1;1;Fechado;Remédios Mari;
02/05/2015;Petshop Consulado da Ração;Despesa;Crédito;Gasto;Pet;Ração;43,11;1;1;Fechado;Ração para a Victoria;
02/05/2015;C&A;Despesa;Crédito;Gasto;Vestuário;Roupas;89,90;4;1;Fechado;Blusa Jeans Preta;
02/05/2015;Despesas;Despesa;Saque;Gasto;Despesas;Casa;300,00;1;1;Pago;Despesas de Casa;
02/05/2015;C&A;Despesa;Crédito;Gasto;Vestuário;Roupas;89,90;4;2;Fechado;Blusa Jeans Preta;
02/05/2015;C&A;Despesa;Crédito;Gasto;Vestuário;Roupas;89,90;4;3;Fechado;Blusa Jeans Preta;
02/05/2015;C&A;Despesa;Crédito;Gasto;Vestuário;Roupas;89,90;4;4;Fechado;Blusa Jeans Preta;
04/05/2015;Doação Rancho dos Gnomos;Despesa;Débito;Gasto;Diversos;Pessoal;30,00;1;1;Pago;Doação para o Rancho dos Gnomos;
04/05/2015;Restaurante Espetinho Eugenio Bar;Despesa;Crédito;Gasto;Alimentação;Restaurante;20,79;1;1;Fechado;Almoço Restaurante Eugenio Bar;
04/05/2015;Restaurante Aro 27 Bike Café;Despesa;Débito;Gasto;Alimentação;Cafeteria;4,20;1;1;Pago;Restaurante Aro 27 Bike Café Latte Machiatto;
04/05/2015;Despesas;Despesa;Saque;Gasto;Despesas;Pessoal;20,00;1;1;Pago;Despesas Pessoais;
04/05/2015;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;40,68;2;1;Fechado;Remédios Mari;
04/05/2015;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;40,68;2;2;Fechado;Remédios Mari;
05/05/2015;Conectcar;Despesa;Débito;Gasto;Carro;Manutenção;30,00;1;1;Pago;Compra Conectcar;
05/05/2015;Restaurante Eggs Bistro;Despesa;Crédito;Gasto;Alimentação;Restaurante;31,90;1;1;Fechado;Almoço Restaurante Eggs Bistro;
05/05/2015;Posto Guarnel;Despesa;Crédito;Gasto;Carro;Combustível;50,00;1;1;Fechado;Gasolina Honda Fit;
06/05/2015;Restaurante Go Natural;Despesa;Crédito;Gasto;Alimentação;Restaurante;23,90;1;1;Fechado;Almoço Restaurante Go Natural;
06/05/2015;Panetteria Casa Bauducco;Despesa;Crédito;Gasto;Alimentação;Cafeteria;23,70;1;1;Fechado;Panetteria Casa Bauducco Chocolate e Pão de Mel;
07/05/2015;Lanches Snack Car;Despesa;Débito;Gasto;Alimentação;Doceria;3,20;1;1;Pago;Lanches Snack Car Bananinhas sem Aç£car;
07/05/2015;Restaurante Bendito Seja;Despesa;Crédito;Gasto;Alimentação;Restaurante;24,09;1;1;Fechado;Almoço Restaurante Bendito Seja;
07/05/2015;Doceria Bomboniere E Salgado;Despesa;Crédito;Gasto;Alimentação;Doceria;13,49;1;1;Fechado;Doceria Bomboniere E Salgado Bananinhas sem Aç£car;
08/05/2015;Restaurante Mercado;Despesa;Crédito;Gasto;Alimentação;Restaurante;35,90;1;1;Fechado;Almoço Restaurante Mercado;
08/05/2015;Photopro;Despesa;Crédito;Gasto;Educação;Curso Online;69,00;3;1;Fechado;Curso Online Lightroom - Clicio Barroso;
08/05/2015;Banca Vitoria Régia;Despesa;Débito;Gasto;Publicações;Revistas;6,50;1;1;Pago;Palavras Cruzadas;
08/05/2015;Photopro;Despesa;Crédito;Gasto;Educação;Curso Online;69,00;3;2;Fechado;Curso Online Lightroom - Clicio Barroso;
08/05/2015;Photopro;Despesa;Crédito;Gasto;Educação;Curso Online;69,00;3;3;Fechado;Curso Online Lightroom - Clicio Barroso;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;1;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;2;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;3;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;4;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;5;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;6;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;7;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;8;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;9;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;10;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;11;Fechado;Depilador Philips Bikini Perfect;
10/05/2015;Fabiana Francisco Marques;Despesa;Crédito;Gasto;Higiene e Perfumaria;Equipamentos;120,75;12;12;Fechado;Depilador Philips Bikini Perfect;
11/05/2015;Despesas;Despesa;Saque;Gasto;Despesas;Pessoal;40,00;1;1;Pago;Despesas Pessoais;
11/05/2015;Restaurante Erva Doce;Despesa;Crédito;Gasto;Alimentação;Restaurante;10,77;1;1;Fechado;Almoço Restaurante Erva Doce;
11/05/2015;Restaurante Aro 27 Bike Café;Despesa;Crédito;Gasto;Alimentação;Cafeteria;7,70;1;1;Fechado;Restaurante Aro 27 Bike Café com Bombas;
12/05/2015;Despesas;Despesa;Saque;Gasto;Despesas;Pessoal;300,00;1;1;Pago;Despesas Casa;
12/05/2015;Despesas;Despesa;Saque;Gasto;Despesas;Pessoal;40,00;1;1;Pago;Despesas Mari;
12/05/2015;Padaria Flor do Mandaqui;Despesa;Débito;Gasto;Alimentação;Padaria;8,31;1;1;Pago;Padaria Flor do Mandaqui Pães para Casa;
12/05/2015;Hospital São Camilo;Despesa;Crédito;Gasto;Carro;Estacionamento;18,00;1;1;Fechado;Estacionamento Hospital São Camilo;
12/05/2015;Drogaria São Paulo;Despesa;Crédito;Gasto;Saúde;Remédios;23,20;1;1;Fechado;Remédios Est“mago Mari;
13/05/2015;Lanches Snack Car;Despesa;Débito;Gasto;Alimentação;Doceria;7,60;1;1;Pago;Lanches Snack Car Polenguinho;
13/05/2015;Natura;Despesa;Crédito;Gasto;Higiene e Perfumaria;Pessoal;75,20;2;1;Fechado;Produtos Natura;
13/05/2015;Restaurante Mercado;Despesa;Crédito;Gasto;Alimentação;Restaurante;26,90;1;1;Fechado;Almoço Restaurante Mercado Natural;
13/05/2015;Posto Ipiranga;Despesa;Crédito;Gasto;Carro;Combustível;112,31;1;1;Fechado;Gasolina Honda Fit;
13/05/2015;Natura;Despesa;Crédito;Gasto;Higiene e Perfumaria;Pessoal;75,20;2;2;Fechado;Produtos Natura;
14/05/2015;Restaurante Velmont Grill;Despesa;Crédito;Gasto;Alimentação;Restaurante;13,07;1;1;Fechado;Almoço Restaurante Velmont ;
14/05/2015;Drogaria São Paulo;Despesa;Crédito;Gasto;Saúde;Drogaria;79,54;1;1;Fechado;Fraldas para Thais;
15/05/2015;Banca Vitoria Régia;Despesa;Crédito;Gasto;Publicações;Revistas;16,89;1;1;Fechado;???;
16/05/2015;Pontal Calçados;Despesa;Crédito;Gasto;Vestuário;Sapatos;40,00;1;1;Fechado;Diferença Troca Tênis Mãe;
16/05/2015;Mmartam;Despesa;Crédito;Gasto;Vestuário;Presentes;161,40;3;1;Fechado;Presente Pai - Roupão;
16/05/2015;Centauro;Despesa;Crédito;Gasto;Vestuário;Roupas;69,99;1;1;Fechado;Calça Gin stica;
16/05/2015;Hospital São Camilo;Despesa;Crédito;Gasto;Carro;Estacionamento;42,00;1;1;Fechado;Estacionamento Hospital São Camilo;
16/05/2015;Petshop Consulado da Ração;Despesa;Crédito;Gasto;Pet;Ração;40,21;1;1;Fechado;Ração para a Victoria;
16/05/2015;Mmartam;Despesa;Crédito;Gasto;Vestuário;Presentes;161,40;3;2;Fechado;Presente Pai - Roupão;
16/05/2015;Mmartam;Despesa;Crédito;Gasto;Vestuário;Presentes;161,40;3;3;Fechado;Presente Pai - Roupão;
17/05/2015;Chocolateria Kopenhagen;Despesa;Crédito;Gasto;Alimentação;Cafeteria;21,50;1;1;Fechado;Chocolateria Kopenhagen Café com Pai;
18/05/2015;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;230,56;3;1;Fechado;Remédios Mari;
18/05/2015;Restaurante Erva Doce;Despesa;Crédito;Gasto;Alimentação;Restaurante;9,66;1;1;Fechado;Almoço Restaurante Erva Doce;
18/05/2015;Drogaria Drogasil;Despesa;Crédito;Gasto;Saúde;Drogaria;6,57;1;1;Fechado;Lixa de Unha;
18/05/2015;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;230,56;3;2;Fechado;Remédios Mari;
18/05/2015;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;230,56;3;3;Fechado;Remédios Mari;
19/05/2015;Cafeteria Aro 27 Bike;Despesa;Crédito;Gasto;Alimentação;Cafeteria;9,30;1;1;Fechado;Restaurante Aro 27 Bike Café;
19/05/2015;Restaurante Bendito Seja;Despesa;Crédito;Gasto;Alimentação;Restaurante;20,79;1;1;Fechado;Almoço Restaurante Bendito Seja;
20/05/2015;Recarga Cartão Metr“;Despesa;Débito;Gasto;Diversos;Pessoal;30,00;1;1;Pago;Recarga Cartão Metr“;
20/05/2015;Restaurante Mercado;Despesa;Crédito;Gasto;Alimentação;Restaurante;26,90;1;1;Fechado;Almoço Restaurante Mercado;
20/05/2015;Supermercado Oba;Despesa;Crédito;Gasto;Alimentação;Supermercado;10,66;1;1;Fechado;Yogurtes ;
21/05/2015;Despesas;Despesa;Saque;Gasto;Despesas;Pessoal;40,00;1;1;Pago;Despesas Pessoais;
21/05/2015;Restaurante Seletti;Despesa;Crédito;Gasto;Alimentação;Restaurante;16,80;1;1;Fechado;Almoço Restaurante Seletti;
21/05/2015;Panetteria Casa Bauducco;Despesa;Crédito;Gasto;Alimentação;Cafeteria;11,70;1;1;Fechado;Panetteria Casa Bauducco Café e Panettone;
22/05/2015;Restaurante Bendito Seja;Despesa;Crédito;Gasto;Alimentação;Restaurante;22,99;1;1;Fechado;Almoço Restaurante Bendito Seja;
22/05/2015;Banca Vitoria Régia;Despesa;Crédito;Gasto;Publicações;Revistas;21,00;1;1;Fechado;Revistas Mãe e Mari;
23/05/2015;Despesas;Despesa;Saque;Gasto;Despesas;Pessoal;70,00;1;1;Pago;Despesas Estacionamento + Pessoal;
23/05/2015;Padaria Algarve;Despesa;Débito;Gasto;Alimentação;Padaria;19,22;1;1;Pago;Padaria Algarve Pães para Casa;
23/05/2015;Hospital São Camilo;Despesa;Crédito;Gasto;Carro;Estacionamento;45,50;1;1;Fechado;Estacionamento Hospital São Camilo;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;1;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;2;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;3;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;4;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;5;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;6;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;7;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;8;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;9;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;10;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;11;Fechado;Cartão Memória Sandisk 64gb Câmera;
24/05/2015;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Fotografia e Imagem;303,36;12;12;Fechado;Cartão Memória Sandisk 64gb Câmera;
25/05/2015;Restaurante Aro 27 Bike Café;Despesa;Crédito;Gasto;Alimentação;Restaurante;35,75;1;1;Fechado;Almoço Restaurante Aro 27 Bike;
25/05/2015;Pet Center Marginal;Despesa;Crédito;Gasto;Pet;Ração;35,91;1;1;Fechado;Ração para a Victoria;
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;1;Fechado;"Smart TV Samsung 40""";
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;2;Fechado;"Smart TV Samsung 40""";
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;3;Fechado;"Smart TV Samsung 40""";
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;4;Fechado;"Smart TV Samsung 40""";
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;5;Fechado;"Smart TV Samsung 40""";
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;6;Fechado;"Smart TV Samsung 40""";
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;7;Fechado;"Smart TV Samsung 40""";
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;8;Fechado;"Smart TV Samsung 40""";
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;9;Fechado;"Smart TV Samsung 40""";
25/05/2015;Walmart;Despesa;Crédito;Gasto;Eletrônicos;Casa;1499,00;10;10;Fechado;"Smart TV Samsung 40""";
26/05/2015;Restaurante Bendito Seja;Despesa;Crédito;Gasto;Alimentação;Restaurante;24,09;1;1;Fechado;Almoço Restaurante Bendito Seja;
26/05/2015;Cabeleireiro Di Paolo Cabelo e Corpo;Despesa;Crédito;Gasto;Higiene e Perfumaria;Cabeleireiro;170,00;2;1;Fechado;Cabeleireiro Di Paolo Cabelo e Corpo Pintura e Hidratação Cabelo;
26/05/2015;Cabeleireiro Di Paolo Cabelo e Corpo;Despesa;Crédito;Gasto;Higiene e Perfumaria;Cabeleireiro;170,00;2;2;Fechado;Cabeleireiro Di Paolo Cabelo e Corpo Pintura e Hidratação Cabelo;
27/05/2015;DHL;Despesa;Débito;Gasto;Diversos;Pessoal;13,15;1;1;Pago;Carta enviada Ágora pela DHL;
27/05/2015;Posto Ipiranga;Despesa;Crédito;Gasto;Carro;Combustível;50,00;1;1;Fechado;Gasolina Ford Fiesta;
27/05/2015;Kalunga;Despesa;Crédito;Gasto;Eletrônicos;Hardware;149,90;3;1;Fechado;Power Bank TP-Link;
27/05/2015;Hamburgueria H3;Despesa;Crédito;Gasto;Alimentação;Restaurante;21,90;1;1;Fechado;Almoço Hamburgueria H3;
27/05/2015;Kalunga;Despesa;Crédito;Gasto;Eletrônicos;Hardware;149,90;3;2;Fechado;Power Bank TP-Link;
27/05/2015;Kalunga;Despesa;Crédito;Gasto;Eletrônicos;Hardware;149,90;3;3;Fechado;Power Bank TP-Link;
28/05/2015;Lanches Snack Car;Despesa;Débito;Gasto;Alimentação;Doceria;7,00;1;1;Pago;Lanches Snack Car Bananinhas sem Aç£car e Polenguinho;
28/05/2015;Banca Vitoria Régia;Despesa;Débito;Gasto;Publicações;Revistas;16,50;1;1;Pago;Album de Figurinhas Globo;
